"codigo_rnt","estado_rnt","razon_social_establecimiento","departamento","cod_dpto","municipio","cod_mun","nit","categoria","sub_categoria","habitaciones","camas","num_emp1","ano"
"645","ACTIVO","GUAJIRA TOURS. AGENCIA DE VIAJES Y TURISMO","GUAJIRA","44","RIOHACHA","44001","892115135","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"646","ACTIVO","HATOVIEJO PALMAS","ANTIOQUIA","5","MEDELLIN","5001","811035961","ESTABLECIMIENTOS DE GASTRONOMÍA Y SIMILARES","RESTAURANTES","0","0","57","2019"
"654","ACTIVO","HOTEL EL DORADO PASTO","NARIÑO","52","PASTO","52001","98387792","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","29","53","10","2019"
"662","ACTIVO","HOTEL AMERICANA","NARIÑO","52","PASTO","52001","98387792","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","26","34","5","2019"
"676","ACTIVO","I A REPRESENTACIONES","BOGOTA","11","BOGOTA D.C.","11001","800111778","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","2","2019"
"681","ACTIVO","HOTEL OBELISCO","VALLE DEL CAUCA","76","CALI","76001","800128709","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","70","117","66","2019"
"687","ACTIVO","HOTEL CAMPESTRE MONCADA","SANTANDER","68","BARBOSA","68077","890201890","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","55","161","14","2019"
"688","ACTIVO","VIAJAR POR COLOMBIA Y EL MUNDO S.A.S.","VALLE DEL CAUCA","76","CALI","76001","800135149","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","34","2019"
"705","ACTIVO","L' ALIANXA TRAVEL NETWORK COLOMBIA","BOGOTA","11","BOGOTA D.C.","11001","800082671","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"707","ACTIVO","PROMOTORA DE VENTAS","ANTIOQUIA","5","ENVIGADO","5266","890903213","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"710","ACTIVO","MUNDO JOVEN VIAJES Y TURISMO","SANTANDER","68","BUCARAMANGA","68001","800097008","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"712","ACTIVO","HOTEL DE TURISMO GUADALAJARA S.A.","VALLE DEL CAUCA","76","BUGA","76111","891380044","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","67","166","70","2019"
"722","ACTIVO","NH ROYAL CALI","VALLE DEL CAUCA","76","CALI","76001","800238090","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","145","174","38","2019"
"743","ACTIVO","SANTANDEREANA DE VIAJES LIMITADA","SANTANDER","68","BUCARAMANGA","68001","890208686","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"745","ACTIVO","HOTEL DANN CARLTON","BOGOTA","11","BOGOTA D.C.","11001","800180375","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","139","198","35","2019"
"766","ACTIVO","VIAJES PASTO LTDA","NARIÑO","52","PASTO","52001","891200479","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"780","ACTIVO","BOYACA TOURS (AGENCIA DE VIAJES)","BOYACA","15","TUNJA","15001","891800909","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"782","ACTIVO","SERTUR L ALIANXA LTDA","CALDAS","17","MANIZALES","17001","800166206","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"789","ACTIVO","PROTURISMO","META","50","VILLAVICENCIO","50001","892003663","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"793","ACTIVO","PROMOTORA DE TURISMO BELISARIO MARIN","VALLE DEL CAUCA","76","CALI","76001","890316281","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","46","2019"
"794","ACTIVO","VIAJES PALOMARES","ANTIOQUIA","5","MEDELLIN","5001","890904222","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","19","2019"
"803","ACTIVO","GIRATUR S.A.S","BOGOTA","11","BOGOTA D.C.","11001","890928375","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","17","2019"
"808","ACTIVO","PANTURISMO PRINCIPAL","VALLE DEL CAUCA","76","CALI","76001","890317939","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"813","ACTIVO","HOTEL CAPITAL","BOGOTA","11","BOGOTA D.C.","11001","800247030","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","216","335","156","2019"
"816","ACTIVO","A FONDO VIAJES Y TURISMO","ANTIOQUIA","5","MEDELLIN","5001","800038235","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","10","2019"
"821","ACTIVO","NOVATOURS","BOGOTA","11","BOGOTA D.C.","11001","800003442","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","14","2019"
"823","ACTIVO","CARLSON WAGONLIT TRAVEL","BOGOTA","11","BOGOTA D.C.","11001","860509804","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","220","2019"
"834","ACTIVO","J E TOURS","VALLE DEL CAUCA","76","CALI","76001","800177456","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","40","2019"
"838","ACTIVO","HOTEL ANACONDA","AMAZONAS","91","LETICIA","91001","860060249","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","50","122","15","2019"
"844","ACTIVO","TERRA NOVA CIA","ANTIOQUIA","5","MEDELLIN","5001","890931868","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","18","2019"
"848","ACTIVO","JULIO ALBERTO SUAREZ REPRESENTACIONES TURISTICAS","ANTIOQUIA","5","MEDELLIN","5001","800174125","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES MAYORISTAS","0","0","9","2019"
"849","ACTIVO","CARLSON WAGONLIT TRAVEL","ANTIOQUIA","5","MEDELLIN","5001","860509804","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","22","2019"
"865","ACTIVO","THE EMBASSY TO ALL TRAVEL","BOGOTA","11","BOGOTA D.C.","11001","860533669","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","4","2019"
"884","ACTIVO","ANACONDA TOURS","AMAZONAS","91","LETICIA","91001","860060249","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"887","ACTIVO","RECEPTOUR DEL CARIBE NO.2","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","892400201","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"891","ACTIVO","COLOMBIAN TOURIST - SUCURSAL CALLE 90","BOGOTA","11","BOGOTA D.C.","11001","860000230","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","33","2019"
"895","ACTIVO","APARTAHOTEL TISKIRAMA","MAGDALENA","47","SANTA MARTA","47001","154462","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","36","150","3","2019"
"901","ACTIVO","HOTEL POBLADO PLAZA","ANTIOQUIA","5","MEDELLIN","5001","811031140","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","84","178","101","2019"
"909","ACTIVO","HOTEL CUELLARS","NARIÑO","52","PASTO","52001","814003583","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","92","149","49","2019"
"921","ACTIVO","HOTEL LAS LOMAS","ANTIOQUIA","5","RIONEGRO","5615","900521807","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","252","315","133","2019"
"925","ACTIVO","REYES TOURS","BOGOTA","11","BOGOTA D.C.","11001","860401107","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","17","2019"
"931","ACTIVO","HOTEL JUAN MARIA LTDA.","VALLE DEL CAUCA","76","TULUA","76834","891901551","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","49","133","15","2019"
"937","ACTIVO","HOTEL SUITES DORADO","ATLANTICO","8","BARRANQUILLA","8001","900394768","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","50","70","7","2019"
"952","ACTIVO","VIAJES ARAUCA LIMITADA","ARAUCA","81","ARAUCA","81001","891855330","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"954","ACTIVO","AGENCIA DE VIAJES AZ S A","BOGOTA","11","BOGOTA D.C.","11001","860500506","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"960","ACTIVO","CORALES, VIAJES Y TURISMO","SANTANDER","68","BUCARAMANGA","68001","804003805","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"985","ACTIVO","HOTEL TIUNA","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","890400881","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","157","380","58","2019"
"999","ACTIVO","MARVEL TOURS AND TRAVEL","VALLE DEL CAUCA","76","CALI","76001","800225919","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","4","2019"
"1008","ACTIVO","HOTEL VILLAVICENCIO PLAZA","META","50","VILLAVICENCIO","50001","860403441","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","65","95","16","2019"
"1020","ACTIVO","AVIATUR CORFERIAS","BOGOTA","11","BOGOTA D.C.","11001","860000018","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","2","2019"
"1023","ACTIVO","OPERADORA APARTAHOTEL LAS AMERICAS","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","827000418","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","107","190","57","2019"
"1026","ACTIVO","AVIATUR SAN DIEGO","BOGOTA","11","BOGOTA D.C.","11001","860000018","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","4","2019"
"1027","ACTIVO","AVIATUR HOTEL FORTE CAPITAL","BOGOTA","11","BOGOTA D.C.","11001","860000018","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","8","2019"
"1028","ACTIVO","NH COLLECTION ROYAL TELEPORT","BOGOTA","11","BOGOTA D.C.","11001","800241635","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","251","273","96","2019"
"1029","ACTIVO","AVIATUR WORLD TRADE CENTER","BOGOTA","11","BOGOTA D.C.","11001","860000018","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","10","2019"
"1037","ACTIVO","AVIATUR MAMONAL","BOLIVAR","13","CARTAGENA","13001","860000018","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","2","2019"
"1041","ACTIVO","UNION DE REPRESENTACIONES","BOGOTA","11","BOGOTA D.C.","11001","860535628","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","12","2019"
"1043","ACTIVO","OCTOPUS TRAVEL LTDA","BOGOTA","11","BOGOTA D.C.","11001","800249805","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","18","2019"
"1059","ACTIVO","HOTEL EL PASO I","BOYACA","15","TUNJA","15001","40048451","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","19","35","1","2019"
"1076","ACTIVO","N H COLLECTION ROYAL ANDINO","BOGOTA","11","BOGOTA D.C.","11001","800241641","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","70","76","29","2019"
"1106","ACTIVO","AGROTOUR LIMITADA","QUINDIO","63","ARMENIA","63001","801000648","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"1114","ACTIVO","HOTEL BELFORT","ANTIOQUIA","5","MEDELLIN","5001","830054539","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","98","116","90","2019"
"1119","ACTIVO","HOTEL ESTELAR LA FONTANA","BOGOTA","11","BOGOTA D.C.","11001","890304099","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","214","260","54","2019"
"1126","ACTIVO","HOTEL LA RIVIERA","MAGDALENA","47","SANTA MARTA","47001","891702356","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","75","220","32","2019"
"1130","ACTIVO","HOTEL VALLADOLID","MAGDALENA","47","SANTA MARTA","47001","891701840","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","43","103","16","2019"
"1135","ACTIVO","TEMAIREP T.M.R.","BOGOTA","11","BOGOTA D.C.","11001","860079098","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","2","2019"
"1137","ACTIVO","MUNDIAL DE CRUCEROS","BOGOTA","11","BOGOTA D.C.","11001","800202687","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","1","2019"
"1138","ACTIVO","C.B. HOTELES Y RESORTS","MAGDALENA","47","SANTA MARTA","47001","819000986","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","331","1237","480","2019"
"1143","ACTIVO","HOTEL FOUR POINTS BY SHERATON MEDELLIN","ANTIOQUIA","5","MEDELLIN","5001","830015764","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","123","210","88","2019"
"1166","ACTIVO","HOTEL FANINE INN","BOYACA","15","PAIPA","15516","900040852","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","31","80","4","2019"
"1177","ACTIVO","PETITE HOTEL BELLA MONTAÃ‘A","CALDAS","17","MANIZALES","17001","1053856153","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","13","28","2","2019"
"1179","ACTIVO","HOTEL EL OASIS","ANTIOQUIA","5","RIONEGRO","5615","901247105","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","36","62","2","2019"
"1189","ACTIVO","SERPROTUR","BOGOTA","11","BOGOTA D.C.","11001","860515293","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"1190","ACTIVO","PASAJES LTDA","NORTE DE SANTANDER","54","CUCUTA","54001","890504429","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"1194","ACTIVO","TURISMO JOTACE LTDA","BOGOTA","11","BOGOTA D.C.","11001","830011780","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"1197","ACTIVO","SURAMERICANA DE TURISMO","VALLE DEL CAUCA","76","CALI","76001","890318861","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","6","2019"
"1203","ACTIVO","CONTACTOS - ORGANIZADORES PROFESIONALES DE CONGRESOS","BOLIVAR","13","CARTAGENA","13001","890402264","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","0","0","13","2019"
"1204","ACTIVO","TURISMO","BOGOTA","11","BOGOTA D.C.","11001","860045705","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","6","2019"
"1205","ACTIVO","CONTACTOS-LAS AMERICAS.","BOLIVAR","13","CARTAGENA","13001","890402264","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","4","2019"
"1209","ACTIVO","CONTACTOS L""ALIANXA - BOCAGRANDE","BOLIVAR","13","CARTAGENA","13001","890402264","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","23","2019"
"1213","ACTIVO","HOTEL DUX","BOYACA","15","TUNJA","15001","40018436","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","10","24","1","2019"
"1217","ACTIVO","CONTACTOS S.A.S. - SUCURSAL PEDRO DE HEREDIA","BOLIVAR","13","CARTAGENA","13001","890402264","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","10","2019"
"1220","ACTIVO","VIAJES COUNTRY","BOGOTA","11","BOGOTA D.C.","11001","800074976","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","13","2019"
"1221","ACTIVO","CONTACTOS L""ALIANXA-AEROPUERTO","BOLIVAR","13","CARTAGENA","13001","890402264","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","5","2019"
"1222","ACTIVO","CHICO TOURS LTDA","BOGOTA","11","BOGOTA D.C.","11001","800202053","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"1241","ACTIVO","HOTEL LA EMBAJADA ANTIOQUENA","NORTE DE SANTANDER","54","CUCUTA","54001","60347847","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","18","24","5","2019"
"1247","ACTIVO","PARK HOTEL","MAGDALENA","47","SANTA MARTA","47001","900961033","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","50","100","12","2019"
"1255","ACTIVO","RUMBOS LIMITADA","SANTANDER","68","BUCARAMANGA","68001","890204168","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"1260","ACTIVO","APARTAHOTEL PORTAL DEL RODEO","ANTIOQUIA","5","MEDELLIN","5001","811005803","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","51","100","21","2019"
"1261","ACTIVO","AGENCIA DE VIAJES Y TURISMO ROKA LTDA","BOYACA","15","TUNJA","15001","891801150","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"1262","ACTIVO","ESTELAR SANTAMAR HOTEL & CENTRO DE CONVENCIONES","MAGDALENA","47","SANTA MARTA","47001","890304099","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","129","248","1","2019"
"1265","ACTIVO","HOTEL CHICALA S.A.S","HUILA","41","NEIVA","41001","891101711","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","73","131","62","2019"
"1267","ACTIVO","HOTEL SAUCES DEL ESTADIO LA 70","ANTIOQUIA","5","MEDELLIN","5001","900274900","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","127","182","30","2019"
"1269","ACTIVO","HOTEL PLAZA CARACAS","ANTIOQUIA","5","MEDELLIN","5001","1128415283","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","15","43","3","2019"
"1270","ACTIVO","HOTEL Y RESTAURANTE ISLAVITA DE CHINACOTA","NORTE DE SANTANDER","54","CHINACOTA","54172","13256746","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","20","90","1","2019"
"1274","ACTIVO","PARK 10 EXECUTIVE SUITES","ANTIOQUIA","5","MEDELLIN","5001","900408922","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","55","68","78","2019"
"1275","ACTIVO","HOTEL ACUARIUS","NORTE DE SANTANDER","54","CUCUTA","54001","8294877","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","9","9","1","2019"
"1305","ACTIVO","INTERNACIONAL DE TURISMO INTERTURISMO","ANTIOQUIA","5","MEDELLIN","5001","890941091","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"1332","ACTIVO","HOTEL BARRANQUEROS","QUINDIO","63","ARMENIA","63001","890000381","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","48","189","8","2019"
"1344","ACTIVO","HOTELES ESTELAR SUCURSAL PAIPA","BOYACA","15","PAIPA","15516","890304099","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","105","182","116","2019"
"1398","ACTIVO","VIAJES PORTOFINO","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","827000044","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","8","2019"
"1404","ACTIVO","HOTEL PACANDE","HUILA","41","NEIVA","41001","900577770","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","29","40","7","2019"
"1410","ACTIVO","HOTEL SOFITEL VICTORIA REGIA","BOGOTA","11","BOGOTA D.C.","11001","800210409","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","102","109","113","2019"
"1412","ACTIVO","GEMA TOURS SA","BOGOTA","11","BOGOTA D.C.","11001","890404365","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","16","2019"
"1422","ACTIVO","GEMA TOURS.","BOLIVAR","13","CARTAGENA","13001","890404365","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","8","2019"
"1423","ACTIVO","HOTEL LUGANO SUITES","BOGOTA","11","BOGOTA D.C.","11001","860507870","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","36","42","30","2019"
"1438","ACTIVO","GEMA TOURS HOTEL CARTAGENA HILTON.","BOLIVAR","13","CARTAGENA","13001","890404365","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"1475","ACTIVO","HOTEL EL LAGO","BOYACA","15","PAIPA","15516","800006073","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","50","106","25","2019"
"1484","ACTIVO","HOTEL RESIDENCIAS ESPANA","BOGOTA","11","BOGOTA D.C.","11001","19379258","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","22","27","1","2019"
"1518","ACTIVO","POSADA DEL CAMPANARIO","SANTANDER","68","BARICHARA","68079","830007377","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","6","17","4","2019"
"1537","ACTIVO","HOTEL SOGAMOSO REAL","BOYACA","15","SOGAMOSO","15759","6744461","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","21","50","10","2019"
"1573","ACTIVO","HOTEL CHICAMOCHA","SANTANDER","68","BUCARAMANGA","68001","890203975","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","160","301","40","2019"
"1580","ACTIVO","HOSTERIA LOS VELEROS","VALLE DEL CAUCA","76","CALIMA (DARIEN)","76126","890303208","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","34","108","7","2019"
"1597","ACTIVO","HOTEL LOS PUENTES COMFACUNDI","CUNDINAMARCA","25","GIRARDOT","25307","860045904","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","72","239","33","2019"
"1598","ACTIVO","COUNTRY INTERNATIONAL HOTEL","ATLANTICO","8","BARRANQUILLA","8001","800216575","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","72","95","65","2019"
"1603","ACTIVO","HOTEL REFUGIO EL SANTUARIO","CUNDINAMARCA","25","FUQUENE","25288","860045904","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","16","43","4","2019"
"1628","ACTIVO","HOTEL DANN NORTE","BOGOTA","11","BOGOTA D.C.","11001","800180375","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","95","131","24","2019"
"1638","ACTIVO","VELEZ TOURS","BOGOTA","11","BOGOTA D.C.","11001","860025283","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"1664","ACTIVO","MULTIVIAJES","BOGOTA","11","BOGOTA D.C.","11001","800214052","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","19","2019"
"1683","ACTIVO","LAGOMAR EL PEÃ‘ON COMPENSAR","CUNDINAMARCA","25","GIRARDOT","25307","860066942","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","171","468","258","2019"
"1709","ACTIVO","VIAJES MOLITUR","ANTIOQUIA","5","MEDELLIN","5001","890917215","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","18","2019"
"1713","ACTIVO","HOTEL CENTRO TURISTICO LAS TERMALES (ARRENDADO)","HUILA","41","RIVERA","41615","891100801","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","5","15","11","2019"
"1723","ACTIVO","HOTEL COCOPLUM BEACH","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","21070439","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","41","106","78","2019"
"1732","ACTIVO","STATUS SUITES DE ESTILO EJECUTIVO","ANTIOQUIA","5","MEDELLIN","5001","811005803","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","32","68","27","2019"
"1745","ACTIVO","VIAJAR LIMITADA L""ALIANXA","ATLANTICO","8","BARRANQUILLA","8001","890100705","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","2","2019"
"1751","ACTIVO","LORD PIERRE HOTEL EN EXPLOTACION","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","827000855","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","61","171","15","2019"
"1752","ACTIVO","VIAJAR LIMITADA L ALIANXA","BOGOTA","11","BOGOTA D.C.","11001","890100705","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","8","2019"
"1810","ACTIVO","HOTEL EL BELVEDERE","BOGOTA","11","BOGOTA D.C.","11001","860059061","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","39","55","10","2019"
"1816","ACTIVO","GRAN HOTEL BUENAVENTURA S.A.S.","VALLE DEL CAUCA","76","BUENAVENTURA","76109","835001744","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","30","6","2019"
"1831","ACTIVO","HOTEL TOBACA","BOYACA","15","SOGAMOSO","15759","900234170","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","35","65","5","2019"
"1835","ACTIVO","VIAJES DEL COMERCIO","BOGOTA","11","BOGOTA D.C.","11001","800110451","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","9","2019"
"1850","ACTIVO","NAVARRETE ERASO LTDA HOTEL GALERIAS","NARIÑO","52","PASTO","52001","98381134","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","28","47","7","2019"
